cell_id,pred_phase,pred_age
416,G1,1140.429333
417,,
418,S,618.4677333
419,,
420,,
421,S,440.7472
422,,
424,S,591.1568
425,S,561.7322667
426,S,425.032
427,,
428,G1,773.2133333
429,G1,547.5376
430,,
432,G1,41.4176
433,,
434,,
435,,
436,G1,32.2576
437,,
438,,
439,G2,1054.130133
440,,851.6437333
441,G2,989.7306667
442,G1,260.1818667
443,,
444,G1,152.0069333
445,S,370.6965333
446,,
447,,
448,,
449,,
450,G1,688.9189333
451,,
452,G1,96.58826667
453,G1,145.9488
454,G1,136.1450667
455,G1,12.87626667
456,,
457,S,395.3338667
458,M,1082.7616
460,,
461,,
462,S,696.1914667
463,S,456.4218667
464,S,409.8314667
465,,
466,G1,158.4581333
467,,
468,S,574.4213333
469,G1,173.968
470,G1,214.1413333
471,G1,167.1765333
472,G1,15.1216
473,G1,229.7770667
474,G1,175.9354667
475,,
476,G1,637.5605333
477,,
478,G1,272.0016
480,G1,142.2549333
481,,
482,,
483,G1,66.93173333
484,,
485,G1,27.28586667
486,G1,178.3594667
487,,
488,G2,995.4234667
489,G2,1037.779733
490,,
491,,
492,G1,161.6896
493,G1,183.2154667
494,,
495,G1,172.1989333
496,,
497,G1,239.1856
498,G1,130.7994667
499,G1,170.2293333
500,,
501,,626.12
502,S,432.6634667
503,S,465.9168
504,,
505,S,557.7024
506,,
507,,
508,,
509,G1,240.7488
510,S,583.8149333
511,,
512,,
513,,
514,,
515,,
516,G1,371.9669333
517,,
518,,
519,G1,113.2794667
520,,
521,G1,310.1658667
522,,
523,,1014.129067
524,,
525,,
526,S,659.2298667
527,,
528,G2,845.5082667
529,G1,184.4581333
530,G1,343.048
531,,
532,G1,256.2682667
533,S,725.7168
534,,
535,G1,245.704
536,G1,222.1504
537,,
538,,
539,G1,253.9648
540,G1,250.2053333
541,,
542,G1,151.3909333
543,,
544,,
545,,
546,,
547,,
548,,618.9701333
549,,
550,,
551,G1,160.9168
552,,
553,G2,1008.4112
554,G1,207.024
555,S,715.9402667
556,S,456.0656
557,,
558,G1,142.9701333
559,S,606.2837333
560,S,405.8581333
561,G1,184.9546667
562,G1,252.7978667
563,,
564,,
565,G1,138.3354667
566,,
567,G1,119.6794667
568,G1,288.9162667
569,,
570,,
571,G1,203.0416
572,,
573,G1,252.7696
574,,
575,,
576,G1,952.1482667
577,G1,143.8810667
578,,
579,,
580,,
581,S,518.7344
582,,
583,G1,167.2458667
584,G1,328.8026667
585,G1,214.8362667
586,G2,835.8096
587,,
588,G1,257.7557333
589,S,631.7552
590,,
591,G1,119.8981333
592,,
593,G1,204.0245333
594,G2,983.184
595,G1,228.7301333
596,S,392.1184
597,G1,45.36693333
598,,
599,S,684.2538667
600,G1,210.1722667
601,,
602,G1,235.2858667
603,G1,196.4554667
604,,
605,G1,143.6117333
606,,
607,,
608,,
609,G2,979.3253333
610,,
611,,
612,S,570.9269333
613,,
614,S,452.1226667
615,G1,194.2917333
616,,
617,,
618,,
619,,
620,G2,871.2698667
621,,
622,,
623,S,722.6128
624,G2,955.4698667
625,G1,869.7594667
626,,1141.562667
627,G2,1052.863467
628,,
629,,
630,,
631,G1,213.7392
632,G1,218.8336
633,,
634,G2,1078.102933
635,,
636,,
637,G1,254.2581333
638,,
639,,
640,S,424.6661333
641,,1057.288533
642,G1,145.5856
643,,
644,G1,130.5744
645,,
646,G1,177.8272
647,,
648,S,431.6842667
649,,
650,G1,324.6912
651,,996.1018667
652,G2,938.6570667
653,,
654,,
655,,
656,G1,146.3984
657,G1,251.7338667
658,S,365.7786667
659,,
660,,
661,G1,132.3776
662,G1,518.3093333
663,,
664,G1,218.7104
666,,
667,,
668,,
669,,
670,,
671,G1,286.7349333
672,,
673,G2,1103.4208
674,,
675,G1,121.9354667
676,,911.7888
677,S,404.3589333
678,S,430.7024
679,,
680,,
681,S,412.0992
682,,
683,S,507.9989333
684,G1,116.9669333
685,G1,207.9754667
686,S,453.9765333
687,,
688,G2,955.0304
689,,
690,,
691,,
692,G1,1103.4864
693,S,490.5306667
694,,
695,G1,494.2213333
696,,
697,G1,142.9738667
698,G1,153.5946667
699,S,417.1829333
700,S,533.7552
701,,
702,,
703,,
704,S,437.1253333
705,G1,324.4197333
706,,
707,G2,1025.2224
709,S,385.7018667
710,,
711,,
712,,
713,S,667.6677333
714,,
715,,
716,,
717,S,406.0810667
718,,
719,G1,165.8346667
720,,
721,G1,146.6709333
722,S,450.1301333
723,S,882.9333333
724,,
725,G1,162.8709333
726,G1,258.7525333
727,G1,201.0901333
728,,
729,G2,992.7973333
730,G1,168.7845333
731,G1,144.7653333
732,,
733,G1,152.3450667
734,S,613.7082667
735,,
736,G1,174.9205333
737,G1,199.4421333
738,,
739,G1,196.1397333
740,,
741,,1054.469333
742,,
743,S,483.544
744,G1,186.1866667
745,,
746,G1,139.304
747,G1,134.2544
748,,
749,G2,987.7626667
750,,
751,,
752,G1,151.5792
753,,
754,S,571.8346667
755,G1,153.5018667
756,S,349.5802667
757,G1,903.9445333
758,G1,179.9296
759,,
760,,
761,S,565.6506667
762,,
763,S,650.2096
764,G1,294.8944
765,S,407.0005333
766,G2,999.8085333
767,,
768,,
769,,
770,G1,262.4757333
771,G1,161.8810667
772,G1,262.3269333
773,G1,203.2384
774,G1,115.4613333
775,,
776,G1,148.4096
777,G1,143.7722667
778,,
779,S,421.2298667
780,,
781,G1,155.9082667
782,G1,67.96106667
784,G1,259.1637333
785,S,481.0453333
786,,
787,,
788,G1,48.07946667
789,,
790,,
791,M,1062.952
792,S,463.4213333
793,G1,224.6597333
794,G1,35.52746667
795,,
796,G2,945.7578667
797,S,378.6666667
798,,
799,,
800,,
801,S,499.9141333
802,,
803,G1,318.4698667
804,G1,221.9322667
805,G2,950.8458667
806,,
807,G1,147.6816
808,S,708.6469333
809,G1,265.7066667
810,S,773.0357333
811,S,698.0272
812,G1,235.5674667
813,,
814,G2,945.728
815,G1,273.5130667
816,S,718.3274667
817,G2,929.6613333
818,G2,1070.084267
819,,644.3130667
820,G1,190.2656
821,,
822,G1,179.8197333
823,G2,946.0570667
824,G1,178.4565333
825,G1,136.9061333
826,S,528.8144
827,G1,24.4416
828,S,750.7461333
829,G1,161.4885333
830,G1,218.5477333
831,G1,173.8346667
832,,
833,,
834,G1,119.6821333
835,,
836,G1,151.832
837,,
838,,
839,G1,177.4906667
840,,
841,G1,198.9738667
842,,
843,,
844,G1,213.304
845,G1,239.5872
846,,
847,,
848,,
849,G1,132.1168
850,G1,181.5136
851,G1,286.2181333
852,S,672.8693333
853,S,490.4021333
854,,
855,G1,106.9738667
856,,
857,G1,105.8037333
858,,
859,,
860,,
861,G1,183.8661333
862,S,736.3866667
863,G1,101.7637333
864,,
865,,
866,G1,397.2554667
867,G1,207.4144
868,G1,198.7477333
869,G2,860.1344
870,G2,1049.3968
871,,
872,,
873,S,740.7733333
874,G1,689.3173333
875,G1,255.8949333
876,G2,922.7493333
877,S,410.6170667
878,S,712.856
879,,
880,G1,213.6576
881,G2,811.8416
882,M,1031.478933
883,,
884,G1,259.9525333
885,,
886,,
887,,
888,,
889,G1,19.42346667
890,,
891,,
892,G1,543.3146667
893,S,774.4821333
894,,
895,,
896,G1,133.0373333
897,S,783.4512
898,,
899,,
900,,
901,,
902,G2,1113.8416
903,S,483.7397333
904,G1,226.2928
905,G2,956.7792
906,G1,297.9248
907,,
908,,
909,,
910,G1,226.9808
911,G2,928.1088
912,,
913,,
914,G1,25.648
915,G1,164.0346667
916,G1,174.2581333
917,,
918,,716.2405333
919,,
920,,
921,G2,1044.9744
922,M,1089.780267
923,,
924,S,687.7664
925,S,669.8981333
926,,
927,,
928,G1,481.0250667
929,,
930,S,672.4944
931,,
932,,
933,,
934,S,529.2496
935,G1,151.0650667
936,,
937,,
938,,
939,G1,280.7125333
940,G1,144.2837333
941,G1,14.8608
942,G1,166.4101333
943,G1,123.6405333
944,,
945,S,806.2832
946,,
947,G1,184.2517333
948,,
949,M,1085.917333
950,,
951,S,492.5077333
952,G1,153.5098667
953,G1,221.4746667
954,S,663.6485333
955,G1,52.3248
956,G2,976.9696
957,,
958,G2,910.9210667
959,,
960,,
961,G1,146.0250667
962,G1,13.82666667
963,G1,140.9322667
964,G2,885.4058667
965,G1,226.3941333
966,,
967,S,594.5354667
968,G1,51.76426667
969,,
970,S,795.1290667
971,G1,224.352
972,G1,267.7994667
973,G1,557.7413333
974,,
975,,
976,,1054.094933
977,,
978,S,659.5834667
979,G1,34.41493333
980,G1,273.36
981,G1,143.3765333
982,,
983,G1,251.8661333
984,,
985,,
986,G1,176.9781333
987,S,474.1210667
988,G1,17.16053333
989,,
990,G2,1020.388267
991,G1,201.6704
992,,
993,G1,803.2096
994,G1,563.0928
995,G1,172.3792
996,G1,175.6330667
997,S,551.0608
998,G1,225.6064
999,,
1000,G1,154.488
1001,G2,843.0762667
1002,S,634.2837333
1003,G2,978.4069333
1004,G1,147.6202667
1005,G1,190.3648
1006,S,391.1568
1007,G2,937.6474667
1008,M,1043.073067
1009,S,432.76
1010,G1,198.9648
1011,G1,205.7904
1012,G1,60.58026667
1013,,1055.5168
1014,G1,50.7152
1015,,
1016,,
1017,G1,151.7082667
1018,G2,1086.574933
1019,,
1020,S,393.9408
1021,S,425.4352
1022,,
1023,G1,158.4842667
1024,G1,16.40053333
1025,G2,977.7029333
1026,,
1027,,
1028,G1,135.8298667
1029,S,436.6944
1030,,
1031,S,498.0261333
1032,,
1033,S,396.8
1034,S,430.4805333
1035,,
1036,G1,142.144
1038,,
1039,G1,20.51626667
1040,,862.4784
1041,S,645.3077333
1042,,
1043,G1,170.4736
1044,G1,197.7994667
1045,,
1046,,
1047,,
1048,,
1049,,
1050,G2,876.5301333
1051,,
1052,G1,226.5296
1053,G1,168.3178667
1054,G1,26.1376
1055,G1,21.2576
1056,G1,165.2538667
1057,,
1058,,
1059,G1,139.1808
1060,G1,173.7194667
1061,S,658.8368
1062,G1,151.4757333
1063,G1,229.4624
1064,,
1065,G2,950.8741333
1066,G1,174.5824
1067,G1,246.8917333
1068,G1,166.6837333
1069,G1,185.7888
1070,G1,178.2746667
1071,G1,193.1456
1072,G1,166.6021333
1073,,
1074,,
1075,G1,148.7898667
1076,S,686.2581333
1077,,
1078,,
1079,G2,954.9674667
1080,S,721.3061333
1081,G1,86.12853333
1082,,
1083,G1,158.4906667
1084,,
1085,,
1086,G1,568.0213333
1087,G1,64.16586667
1088,,
1089,G2,921.4016
1090,S,821.1882667
1091,,
1092,S,461.5237333
1093,G2,978.7477333
1094,S,617.9728
1095,G1,258.0389333
1096,,
1097,,
1098,S,458.6309333
1099,G1,196.7642667
1100,,590.3402667
1101,,
1102,,
1103,G1,302.7098667
1104,S,409.5562667
1105,G1,192.5141333
1106,G1,628.5109333
1107,,1063.4256
1108,G1,254.608
1109,G1,143.8384
1110,G2,931.6474667
1111,,
1112,G1,174.0688
1113,G1,155.2437333
1114,,
1115,G2,967.4853333
1116,S,777.3653333
1117,,
1118,G1,180.1973333
1119,G1,124.7429333
1120,G1,146.6602667
1121,G1,596.4112
1122,,
1123,G1,147.7386667
1124,G1,153.5242667
1125,,
1126,G1,133.2682667
1127,G1,182.3536
1128,G2,937.9717333
1129,,
1130,,
1131,,
1133,S,530.1066667
1134,G1,170.9392
1135,G1,145.0218667
1136,,
1137,G1,229.2997333
1138,,
1139,,
1140,G1,179.0026667
1141,,
1142,,
1143,G2,980.7701333
1144,G1,197.9845333
1145,,
1146,,
1147,M,1027.500267
1148,S,733.0645333
1149,S,391.1109333
1150,S,527.4416
1151,,
1152,G2,949.4122667
1153,G1,383.616
1154,,
1155,G1,111.0682667
1156,S,537.2016
1157,S,460.5445333
1158,S,669.5456
1159,S,671.7077333
1160,G2,930.2794667
1161,S,430.7925333
1162,,
1163,G1,308.9925333
1164,,
1165,,
1166,G1,155.3712
1167,,
1168,G1,206.1221333
1169,G1,769.0784
1170,,
1171,G2,1009.688
1172,G1,138.0405333
1173,,
1174,,
1175,,
1176,,
1177,G1,167.6341333
1178,,
1179,S,599.8837333
1180,,
1181,G1,821.5434667
1182,S,560.5466667
1183,G1,151.6709333
1184,G1,74.2384
1185,,
1186,S,623.1450667
1187,G2,997.688
1188,,
1189,S,681.9482667
1190,,
1191,,
1192,S,685.9637333
1193,G1,754.2741333
1194,G1,346.8741333
1195,G1,227.4016
1196,,
1197,,
1198,G2,953.2053333
1199,G2,917.9568
1200,G1,229.2890667
1201,,
1202,,
1203,S,485.824
1204,,
1205,G1,481.3322667
1206,,
1207,G1,495.5077333
1208,G1,179.1834667
1209,S,421.384
1210,G1,781.2282667
1211,S,840.3210667
1212,G1,202.3536
1213,G1,140.5957333
1214,G1,285.5018667
1215,,878.5456
1216,S,438.3589333
1217,G2,1037.3888
1218,G1,468.016
1219,G1,967.2890667
1220,,
1221,S,405.8416
1222,S,453.7141333
1223,S,755.4650667
1224,,
1225,,
1226,,
1227,,
1228,,
1229,S,767.1637333
1230,,926.7226667
1231,G1,168.4858667
1232,S,630.0048
1233,,
1234,G2,950.8064
1235,G1,109.9802667
1236,G2,949.6336
1237,G1,238.3424
1238,,
1239,,
1240,,
1241,,
1242,G1,177.5221333
1243,,467.5898667
1244,,
1245,,558.6784
1246,,
1247,G1,150.0821333
1248,,
1249,G1,227.9973333
1250,S,659.6528
1251,G1,154.5973333
1252,G1,208.6602667
1253,G1,868.4890667
1254,G1,82.30346667
1255,S,661.4816
1256,,
1257,,
1258,S,386.5445333
1259,,
1260,,
1261,S,706.1866667
1262,S,644.5722667
1263,,
1264,,1065.6096
1265,,
1266,S,360.0533333
1267,,
1268,,
1269,S,561.1392
1270,,
1271,G1,113.0618667
1272,S,391.9130667
1273,S,574.6416
1274,,
1275,G1,228.9973333
1276,G1,878.7408
1277,G1,145.6069333
1278,G1,362.8741333
1279,G1,277.7461333
1280,G1,231.2928
1281,G1,291.0058667
1282,G1,191.3776
1283,,
1284,,620.9024
1285,,
1286,G1,25.232
1287,G2,1080.551467
1288,G1,148.8405333
1289,,
1290,G1,20.48746667
1291,,
1292,G1,304.4789333
1293,,
1294,,
1295,G1,104.568
1296,,
1297,G2,922.5952
1298,,
1299,G1,216.1493333
1300,G1,91.88906667
1301,,
1302,,
1303,G2,982.9978667
1304,,833.5701333
1305,G1,149.1898667
1306,,1022.3728
1307,S,399.2378667
1308,G1,229.1306667
1309,G1,276.7312
1310,,
1311,G1,196.9098667
1312,G1,221.2853333
1313,,
1314,G1,872.2128
1315,,
1316,G1,23.8592
1317,S,436.1285333
1318,G1,218.1178667
1319,S,425.7354667
1320,G2,892.6362667
1321,S,749.6672
1322,,
1323,G1,318.8458667
1324,G2,876.6725333
1325,G1,836.9082667
1326,,
1327,G1,187.976
1328,G1,33.47093333
1329,,
1330,,
1331,G1,13.38826667
1332,,
1333,,642.4917333
1334,G1,183.7082667
1335,S,387.8938667
1336,G1,282.4682667
1337,G2,979.4064
1338,,
1339,G1,263.3850667
1340,,
1341,,
1342,,
1343,,
1344,G2,958.9429333
1345,G1,216.3434667
1346,S,550.2165333
1347,,
1348,,
1349,G1,248.8736
1350,,
1351,,
1352,S,387.6122667
1353,G1,145.9776
1354,,1009.9712
1355,G1,159.2570667
1356,G2,954.2421333
1357,,
1358,G1,183.3530667
1359,,
1360,,
1361,,
1362,G1,305.2416
1363,,
1364,G2,981.7472
1365,G1,197.4736
1366,G1,151.6650667
1367,S,619.5850667
1368,G1,129.2245333
1369,G1,169.4869333
1370,,
1371,G1,156.1904
1372,G1,565.9552
1373,,
1374,,
1375,S,376.4944
1376,G1,210.5866667
1377,,
1378,G1,196.0842667
1379,S,454.6106667
1380,,
1381,G1,23.58986667
1382,G1,175.8202667
1383,,
1384,,
1385,G1,786.8848
1386,,
1387,,
1388,,
1389,,
1390,,
1391,G2,896.5210667
1392,G2,976.1952
1393,G1,187.3072
1394,G2,993.872
1395,,
1396,G1,37.32213333
1397,G1,101.8533333
1398,S,722.7605333
1399,,
1400,S,369.2266667
1401,S,396.9925333
1402,S,679.2410667
1403,S,372.9994667
1404,,
1405,G1,192.7749333
1406,,
1407,G1,162.8986667
1408,G1,251.5317333
1409,M,985.4965333
1410,,
1411,,
1412,G2,982.944
1413,,883.4101333
1414,G1,218.3429333
1415,G1,264.8544
1416,G1,15.92533333
1417,,
1418,G1,232.7029333
1419,,
1420,,
1421,,
1422,,
1423,S,683.1045333
1424,S,663.4528
1425,G1,257.1605333
1426,G1,167.4789333
1427,S,759.6144
1428,S,437.7893333
1429,G1,161.0368
1430,S,418.5866667
1431,,
1432,G1,36.22346667
1433,,
1434,G1,204.3258667
1435,G2,1127.4112
1436,G1,290.4256
1437,,
1438,,
1439,G1,276.4421333
1440,S,389.8149333
1441,,
1442,,
1443,,
1444,,966.2821333
1445,,
1446,,473.1184
1447,G1,92.42453333
1448,S,739.7808
1449,,
1450,S,675.5194667
1451,,
1452,S,790.0309333
1453,G1,274.9882667
1454,G2,1036.9056
1455,,
1456,,
1457,,
1458,G2,970.9008
1459,,
1460,S,467.1210667
1461,,
1462,G1,138.1856
1463,,
1464,S,715.4730667
1465,,
1466,S,555.2245333
1467,,
1468,,
1469,G1,616.5317333
1470,G1,189.5733333
1471,,957.9013333
1472,S,462.9861333
1473,G1,296.3712
1474,M,1066.726933
1475,S,736.8128
1476,,
1477,G1,245.7008
1478,,
1479,,
1480,,
1481,,
1482,,
1483,M,1051.097067
1484,,
1485,G1,593.232
1486,G1,871.8058667
1487,,
1488,,769.0512
1489,S,787.0453333
1490,S,399.8234667
1491,G1,219.5242667
1492,,
1493,,
1494,,
1495,G2,908.8730667
1496,S,695.4965333
1497,,
1498,,
1499,S,396.7248
1500,S,392.1861333
1501,G1,194.9328
1502,,390.4234667
1503,,
1504,S,480.6389333
1505,,
1506,G2,950.976
1507,G1,400.7098667
1508,,
1509,,966.4805333
1510,G2,881.52
1511,G1,26.8816
1512,G1,119.5797333
1513,,902.8304
1514,G2,996.8672
1515,S,397.0832
1516,G2,1005.758933
1517,,
1518,,
1519,,
1520,,
1521,G1,242.7637333
1522,,
1523,G1,36.30613333
1524,,
1525,,
1526,G1,42.00533333
1527,,
1528,,
1529,S,389.7845333
1530,S,552.5754667
1531,G1,225.8042667
1532,G1,124.2426667
1533,,
1534,,
1535,S,418.3477333
1536,,
1537,S,491.6944
1538,G2,910.3509333
1539,,
1540,S,412.0661333
1541,G1,256.0112
1542,S,386.48
1543,G1,122.3312
1544,G1,218.9658667
1545,,
1546,G1,155.7914667
1547,G1,195.8010667
1548,,
1549,,
1550,,
1551,S,362.8469333
1552,,
1553,G1,179.6165333
1554,G1,178.7189333
1555,S,537.6661333
1556,G1,289.904
1557,,
1558,,
1559,S,411.6304
1560,,
1561,G1,48.17013333
1562,G1,200.2784
1563,,
1564,G1,86.40426667
1565,,399.6234667
1566,,
1567,,
1568,,
1569,G2,1036.029333
1570,S,448.2666667
1571,,
1572,,
1573,G1,239.1546667
1574,G1,158.3845333
1575,G1,18.27146667
1576,,
1577,S,425.8474667
1578,,
1579,G1,54.19093333
1580,G1,141.5504
1581,G1,130.1850667
1582,,
1583,G1,27.6512
1584,G1,149.7744
1585,,
1587,G1,261.5402667
1588,,
1589,G2,946.0485333
1590,G1,15.78613333
1591,G1,46.63466667
1592,G1,171.2266667
1593,S,513.8976
1594,G1,231.1973333
1595,G2,1016.5376
1596,,
1597,,
1598,,
1599,S,512.792
1600,,
1601,G1,46.85866667
1602,,
1603,,
1604,G1,269.2762667
1605,S,612.7904
1606,G1,215.5664
1607,,
1608,G1,445.0042667
1609,,991.7909333
1610,,
1611,G1,127.6730667
1612,S,673.1882667
1613,G2,1056.325333
1614,S,652.4405333
1615,,
1616,G1,72.92533333
1618,G1,195.8362667
1619,G1,195.7984
1620,G1,240.0026667
1621,,
1622,,
1623,,
1624,G1,67.224
1625,G1,19.7136
1626,,
1627,G1,922.9024
1628,S,382.6442667
1629,G1,103.1957333
1630,G1,126.9936
1631,G1,145.4032
1632,G1,180.1946667
1633,,
1634,,
1635,,
1636,,
1637,S,390.3664
1638,,
1639,,
1640,G1,287.0549333
1641,G2,999.4405333
1642,G1,300.2554667
1643,,
1644,G1,192.8944
1646,G1,327.1584
1647,G1,96.45386667
1648,G1,182.8896
1649,G1,239.1637333
1650,G1,932.8826667
1651,,991.0373333
1652,,
1653,,
1654,,
1655,S,671.9696
1656,G1,231.0101333
1657,G1,539.7754667
1658,,
1659,G1,234.1434667
1660,S,778.0970667
1661,S,360.6501333
1662,G1,102.7648
1663,G1,162.2186667
1664,,
1665,G1,294.4186667
1666,G1,173.2565333
1667,,
1668,,
1669,S,523.3696
1670,S,364.5648
1671,,
1672,,
1673,S,696.2522667
1674,,
1675,,
1676,,
1677,G1,262.5621333
1678,S,679.4186667
1679,S,442.8837333
1680,G1,276.4448
1681,G1,250.3968
1682,S,646.8944
1683,S,674.0896
1684,S,393.6138667
1685,,
1686,G1,80.328
1687,G1,861.2661333
1688,G2,904.4005333
1689,S,562.2
1690,G1,129.1488
1691,G1,264.16
1692,S,366.664
1693,,
1694,,
1695,G1,792.8688
1696,S,778.6410667
1697,G1,268.9690667
1698,,
1699,,
1700,,
1701,G1,49.84213333
1702,,636.3962667
1703,,
1704,G1,142.2485333
1705,,
1706,,
1707,G1,123.3514667
1708,G1,192.2698667
1709,,
1710,G1,194.5589333
1711,G1,23.8032
1712,,
1713,S,594.1050667
1714,G1,543.8090667
1715,,
1716,G1,115.6906667
1717,,678.1178667
1718,S,428.5376
1719,,
1720,G1,226.0378667
1721,G2,879.6410667
1722,G1,10.264
1723,G1,141.5936
1724,S,664.5962667
1725,,904.3850667
1726,G1,169.1621333
1727,S,650.9946667
1728,G1,157.3184
1729,S,389.5770667
1730,,
1731,,
1732,G1,19.2992
1733,G1,28.06933333
1734,,
1735,G2,1095.8128
1736,G1,177.3888
